"id","session_id","participant_id","task","prod_id","reason","t_enter_ms","t_leave_ms","duration_ms","ts_enter_utc","ts_leave_utc","page_w","page_h"
119,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_db_daypack_17l","leave",210607,213243,2636,2025-11-29 11:49:30.042,2025-11-29 11:49:32.679,1280,715
120,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_tnf_base_camp_fuse_box","leave",213259,215045,1786,2025-11-29 11:49:32.695,2025-11-29 11:49:34.48,1280,715
121,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_db_daypack_17l","leave",215062,216031,969,2025-11-29 11:49:34.498,2025-11-29 11:49:35.467,1280,715
122,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_tnf_base_camp_fuse_box","leave",216046,217482,1436,2025-11-29 11:49:35.482,2025-11-29 11:49:36.918,1280,715
123,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_kapten_helsinki_pro","leave",222551,233142,10591,2025-11-29 11:49:41.987,2025-11-29 11:49:52.577,1280,715
124,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_kapten_helsinki_pro","leave",241561,242230,669,2025-11-29 11:50:00.997,2025-11-29 11:50:01.666,1280,715
125,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_tnf_base_camp_fuse_box","leave",242247,242249,2,2025-11-29 11:50:01.682,2025-11-29 11:50:01.684,1280,715
126,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_tnf_base_camp_fuse_box","leave",244154,246822,2668,2025-11-29 11:50:03.59,2025-11-29 11:50:06.258,1280,715
127,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_kapten_helsinki_pro","leave",267609,268781,1172,2025-11-29 11:50:27.045,2025-11-29 11:50:28.217,1280,715
128,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_kapten_helsinki_pro","leave",282996,283190,194,2025-11-29 11:50:42.432,2025-11-29 11:50:42.626,1280,715
129,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_tnf_base_camp_fuse_box","leave",283223,283875,652,2025-11-29 11:50:42.658,2025-11-29 11:50:43.31,1280,715
130,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_patagonia_black_hole_micro_22l","leave",283894,285389,1495,2025-11-29 11:50:43.33,2025-11-29 11:50:44.825,1280,715
131,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_tnf_base_camp_fuse_box","leave",285408,285855,447,2025-11-29 11:50:44.844,2025-11-29 11:50:45.291,1280,715
